DeptCode,BCLName,ProgramName,2015 Actual,2015 Adopted,2016 Endorsed,2016 Adopted
LAW,Administration,Administration,2228076.00,2507713.00,2435819.00,2395813.00
LAW,Civil,Civil,12859792.00,13495324.00,13665415.00,14232192.00
LAW,Criminal,Criminal,6831684.00,7003388.00,7105462.00,7023193.00
LAW,Precinct Liaison Attorneys,Precinct Liaison Program,578181.00,690912.00,699543.00,697063.00
LEG,Legislative Department,Central Staff,2879522.00,3378759.00,3396177.00,3423646.00
LEG,Legislative Department,City Clerk,3010170.00,3163351.00,3188665.00,3204115.00
LEG,Legislative Department,City Council,5138585.00,5819133.00,5549360.00,5535636.00
LEG,Legislative Department,General Expense,1900033.00,2069184.00,2097301.00,2152756.00
MO,Office of the Mayor,Office of the Mayor,4682789.00,5393182.00,5443403.00,5833014.00
MUNIJAIL,Municipal Jail Bond Proceeds,Future Bond Proceeds,1500000.00,182175.00,0.00,0.00
NMF,Neighborhood Matching Fund,Large Projects Fund,724903.00,1505515.00,1540141.00,2244512.00
NMF,Neighborhood Matching Fund,Management and Project Development,820774.00,960394.00,967436.00,955177.00
NMF,Neighborhood Matching Fund,Small and Simple Projects Fund,1243344.00,1477146.00,1511120.00,1510244.00
NMF,Neighborhood Matching Fund,Small Sparks Fund,66018.00,67052.00,68594.00,67609.00
OCR,Administration,Administration,0.00,0.00,0.00,1158003.00
OCR,Civil Rights,Civil Rights,3150634.00,4665457.00,4821428.00,3074357.00
OCR,Labor Standards,Labor Standards,0.00,0.00,0.00,1929887.00
OED,CDBG - Office of Economic Development,Economic Development,3018132.00,1535683.00,1470354.00,1420354.00
OED,Office of Economic Development,Business Services,5628105.00,6306503.00,6250446.00,8723336.00
OED,Office of Economic Development,Economic Development Leadership,728184.00,517256.00,520845.00,528401.00
OED,Office of Economic Development,Finance and Operations,856718.00,784991.00,797386.00,814335.00
OH,CDBG - Office of Housing,Homeownership and Sustainability - CDBG,449300.00,790152.00,790152.00,690441.00
OH,CDBG - Office of Housing,Multi-Family Production and Preservation - CDBG,811497.00,911012.00,911012.00,1252131.00
OH,CDBG - Office of Housing,"Strategic Planning, Resource, and Program Development - CDBG",434088.00,373412.00,251412.00,279170.00
OH,Low-Income Housing Fund 16400,Homeownership and Sustainability - 16400,3913255.00,10095692.00,10253562.00,7329325.00
OH,Low-Income Housing Fund 16400,Multi-Family Production and Preservation - 16400,25268102.00,34437860.00,34006484.00,36930721.00
OH,Office of Housing Operating Fund 16600,Administration and Management - 16600,2172508.00,2029810.00,1930843.00,2589003.00
OH,Office of Housing Operating Fund 16600,Community Development - 16600,1056246.00,591233.00,597309.00,758699.00
OH,Office of Housing Operating Fund 16600,Homeownership and Sustainability - 16600,1341900.00,1459758.00,1493123.00,1322372.00
OH,Office of Housing Operating Fund 16600,Multi-Family Production and Preservation - 16600,973579.00,1541358.00,1557736.00,1387264.00
OIR,Intergovernmental Relations,Intergovernmental Relations,1987100.00,2593738.00,2624374.00,2794643.00
OIRA,CDBG - Office of Immigrant and Refugee Affairs,CDBG - Office of Immigrant and Refugee Affairs,0.00,400000.00,400000.00,400000.00
OIRA,Office of Immigrant and Refugee Affairs,Office of Immigrant and Refugee Affairs,554451.00,1070281.00,1843431.00,2261083.00
OPCD,Planning and Community Development,Design Commission,0.00,0.00,0.00,614537.00
OPCD,Planning and Community Development,Planning,0.00,0.00,0.00,6728061.00
OPCD,Planning and Community Development,Planning Commission,0.00,0.00,0.00,684217.00
OSE,Office of Sustainability and Environment,Office of Sustainability and Environment,4727584.00,3334225.00,3246352.00,3374826.00
PCTF,Group Term Life,Group Term Life Program,6080172.00,6338832.00,6465609.00,6474575.00
PCTF,Health Care,Health Care Program,175089065.00,195402674.00,207186256.00,201466911.00
PCTF,Industrial Insurance,Industrial Insurance Program,16440618.00,19530223.00,20034088.00,20234088.00
PCTF,Special Employment,Special Employment Program,15929.00,100000.00,100000.00,100000.00
PCTF,Transit Benefit,Transit Benefit Program,2987131.00,4684401.00,5251537.00,5251537.00
PCTF,Unemployment Insurance,Unemployment Insurance Program,1922974.00,1275000.00,1050000.00,1925000.00
PGF,Pacific Place Garage,Pacific Place Garage,8408157.00,9208167.00,9474574.00,9715574.00
PPEN,Police Relief and Pension,Administration,565001.00,535500.00,546210.00,612000.00
PPEN,Police Relief and Pension,Death Benefits,18000.00,18000.00,18000.00,18000.00
PPEN,Police Relief and Pension,Medical Benefits,11532659.00,12690000.00,12850000.00,14000000.00
PPEN,Police Relief and Pension,Pension Benefits,7393063.00,7152840.00,6990000.00,7200000.00
RET,Employee Benefit Management,Employees' Retirement,13812446.00,22023422.00,19507601.00,20490002.00
SCL,Compliance and Security,Compliance and Security,3695608.00,3623730.00,3672762.00,3652641.00
SCL,Conservation Resources and Environmental Affairs O&M,Conservation Resources and Environmental Affairs O&M,97623256.00,61129723.00,62203633.00,62047103.00
SCL,Customer Focused - CIP,Customer Focused - CIP,77780298.00,91365428.00,105013083.00,73129129.00
SCL,Customer Services,Customer Services,29991394.00,29804255.00,30262489.00,31726510.00
SCL,Debt Service,Debt Service - BCL,191180292.00,200478917.00,210793126.00,207693126.00
SCL,Distribution Services,Distribution Services,80786637.00,77538454.00,79537621.00,77983852.00
SCL,Financial Services - CIP,Financial Services - CIP,7351707.00,9375409.00,9742161.00,20302210.00
SCL,Financial Services - O&M,Financial Services - O&M,44017468.00,40168027.00,42752733.00,43116622.00
SCL,General Expenses,General Expenses,90027578.00,95354245.00,98312021.00,101091764.00
SCL,Human Resources,Human Resources,10742183.00,9171102.00,9265883.00,9228643.00
SCL,Long-Term Purchased Power,Long-Term Purchased Power,274147104.00,296476914.00,312449567.00,312449567.00
SCL,Office of Superintendent,Office of Superintendent,3655795.00,3452807.00,3503629.00,3534612.00
SCL,Power Supply & Environmental Affairs - CIP,Power Supply & Environmental Affairs - CIP,101699921.00,81060225.00,74769483.00,74456759.00
SCL,Power Supply O&M,Power Supply O&M,54832160.00,50902787.00,51651886.00,51720186.00
SCL,Short-Term Purchased Power,Short-Term Purchased Power,26390149.00,42468347.00,41345274.00,41345274.00
SCL,Taxes,Taxes,83124826.00,90307625.00,93459200.00,93459200.00
SCL,Transmission and Distribution - CIP,Transmission and Distribution - CIP,95218694.00,131034579.00,157355273.00,162657896.00
SDHR,Administrative Services,Administrative Services,3040529.00,3314294.00,3369512.00,6575371.00
SDHR,Director's Office,Director's Office,3058504.00,3291919.00,3345649.00,2234462.00
SDHR,Labor Relations,Labor Relations,3483937.00,3553478.00,3605934.00,2017104.00
SDHR,Talent Acquisition and Management,Talent Acquisition and Management,4577333.00,5259730.00,5365954.00,5745290.00
SDOT,Bridges & Structures,Bridge Operations,3043869.00,3363961.00,3420950.00,3420952.00
SDOT,Bridges & Structures,Structures Engineering,668619.00,850690.00,872385.00,872385.00
SDOT,Bridges & Structures,Structures Maintenance,4335797.00,4594263.00,3748899.00,7282684.00
SDOT,Department Management,Director's Office,1416116.00,2881401.00,2940600.00,2375677.00
SDOT,Department Management,Division Management,12682853.00,12317142.00,12579569.00,7227706.00
SDOT,Department Management,Human Resources,834250.00,1349778.00,1381485.00,998943.00
SDOT,Department Management,Indirect Cost Recovery - Department Management,,,,
SDOT,Department Management,Public Information,591002.00,1354734.00,1073088.00,639001.00
SDOT,Department Management,Resource Management,17510881.00,12571235.00,12050154.00,20829181.00
SDOT,Department Management,Revenue Development,524948.00,611380.00,623937.00,463869.00
SDOT,Engineering Services,Engineering & Operations Support,4520789.00,1461009.00,1492775.00,3968864.00
SDOT,General Expense,City Central Costs,12809326.00,20287668.00,21713171.00,22529470.00
SDOT,General Expense,Debt Service,28750934.00,24628235.00,25362053.00,27113178.00
SEAIT,Citywide IT Initiatives,Human Services Department IT Initiatives,0.00,0.00,0.00,1093044.00
SDOT,General Expense,Indirect Cost Recovery - General Expense,,,,
SDOT,General Expense,Judgment & Claims,3553310.00,1769402.00,3250869.00,3250869.00
SDOT,Major Maintenance/Replacement,Bridges & Structures,21521327.00,15164196.00,20804000.00,19045500.00
SDOT,Major Maintenance/Replacement,Landslide Mitigation,368211.00,716000.00,1345000.00,1345000.00
SDOT,Major Maintenance/Replacement,Roads,25092746.00,19272601.00,9972999.00,45434497.00
SDOT,Major Maintenance/Replacement,Sidewalk Maintenance,2342838.00,1047000.00,0.00,1500000.00
SDOT,Major Maintenance/Replacement,Trails and Bike Paths,5527264.00,6479001.00,1300001.00,9250000.00
SDOT,Major Projects,Alaskan Way Viaduct and Seawall Replacement,122931509.00,160631000.00,143059224.00,127564000.00
SDOT,Major Projects,First Hill Streetcar,22572569.00,0.00,0.00,0.00
SDOT,Major Projects,Magnolia Bridge Replacement,228611.00,0.00,0.00,0.00
SDOT,Major Projects,Mercer Corridor,3149402.00,0.00,0.00,0.00
SDOT,Major Projects,Mercer West,29392252.00,25599866.00,1905677.00,3909000.00
SDOT,Major Projects,Spokane Street Viaduct,195647.00,0.00,0.00,0.00
SDOT,Major Projects,SR-520,475205.00,249425.00,119717.00,119000.00
SDOT,Mobility-Capital,Corridor & Intersection Improvements,10599685.00,17029001.00,19571827.00,24524501.00
SDOT,Mobility-Capital,Freight Mobility,474773.00,256000.00,1500000.00,1500000.00
SDOT,Mobility-Capital,Intelligent Transportation System,1373325.00,5010000.00,2600000.00,7300001.00
SDOT,Mobility-Capital,Neighborhood Enhancements,4098577.00,8943999.00,6893000.00,21057001.00
SDOT,Mobility-Capital,New Trails and Bike Paths,3806435.00,322343.00,0.00,0.00
SDOT,Mobility-Capital,Sidewalks & Pedestrian Facilities,14886103.00,24017465.00,10056499.00,18810266.00
SDOT,Mobility-Capital,Transit & HOV,9544342.00,9310062.00,1395872.00,14554001.00
SDOT,Mobility-Operations,Commuter Mobility,13649811.00,14273032.00,10626197.00,13550476.00
SDOT,Mobility-Operations,Neighborhoods,3133783.00,3464187.00,3356386.00,5667933.00
SDOT,Mobility-Operations,Parking,8629651.00,8693014.00,8896743.00,9055635.00
SDOT,Mobility-Operations,Signs & Markings,4300733.00,4585167.00,3216074.00,3357094.00
SDOT,Mobility-Operations,Traffic Signals,10353849.00,10767745.00,6824188.00,8938900.00
SDOT,Mobility-Operations,Transit Operations,0.00,0.00,0.00,44893320.00
SDOT,ROW Management,Street Use Permitting & Enforcement,18598422.00,24173839.00,18379222.00,30354732.00
SDOT,Street Maintenance,Emergency Response,1373520.00,2039759.00,2093558.00,2093557.00
SDOT,Street Maintenance,Operations Support,3530203.00,4211448.00,4243939.00,4585736.00
SDOT,Street Maintenance,Pavement Management,422962.00,304478.00,313572.00,313572.00
SDOT,Street Maintenance,Street Cleaning,5869665.00,5670945.00,6038583.00,6141995.00
SDOT,Street Maintenance,Street Repair,10835696.00,12892539.00,13589299.00,12011498.00
SDOT,Urban Forestry,Arborist Services,1440814.00,1379592.00,514809.00,1418432.00
SDOT,Urban Forestry,Tree & Landscape Maintenance,3376843.00,3437262.00,2916776.00,3962663.00
SEAIT,Business Office,Finance and Administration,0.00,0.00,0.00,1976727.00
SEAIT,Business Office,General and Administration,0.00,0.00,0.00,816976.00
SEAIT,Citywide IT Initiatives,Department of Construction and Inspections IT Initiatives,0.00,0.00,0.00,3367227.00
SEAIT,Citywide IT Initiatives,Department of Neighborhoods IT Initiatives,0.00,0.00,0.00,51132.00
SEAIT,Citywide IT Initiatives,Department of Parks and Recreation Information Technology Initiatives,0.00,0.00,0.00,1349487.00
SEAIT,Citywide IT Initiatives,Finance and Administrative Services IT Initiatives,0.00,0.00,0.00,4967454.00
SEAIT,Citywide IT Initiatives,Office for Civil Rights IT Initiatives,0.00,0.00,0.00,94278.00
SEAIT,Citywide IT Initiatives,Office of Arts and Culture IT Initiatives,0.00,0.00,0.00,95648.00
SEAIT,Citywide IT Initiatives,Office of Housing IT Initiatives,0.00,0.00,0.00,99686.00
SEAIT,Citywide IT Initiatives,Seattle Center IT Initiatives,0.00,0.00,0.00,759264.00
SEAIT,Citywide IT Initiatives,Seattle City Light IT Initiatives,0.00,0.00,0.00,15694231.00
SEAIT,Citywide IT Initiatives,Seattle Department of Transportation IT Initiatives,0.00,0.00,0.00,2821145.00
SEAIT,Citywide IT Initiatives,Seattle Fire Department IT Initiatives,0.00,0.00,0.00,2366046.00
SEAIT,Citywide IT Initiatives,Seattle Police Department IT Initiatives,0.00,0.00,0.00,2104740.00
SEAIT,Citywide IT Initiatives,Seattle Public Utilities IT Initiatives,0.00,0.00,0.00,14236538.00
SEAIT,Digital Engagement,Citywide Web Team,0.00,0.00,0.00,1413307.00
SEAIT,Digital Engagement,Community Technology,0.00,0.00,0.00,906809.00
SEAIT,Digital Engagement,Office of Cable Communications,0.00,0.00,0.00,550724.00
SEAIT,Digital Engagement,Seattle Channel,0.00,0.00,0.00,1973348.00
SEAIT,Engineering and Operations,Communications Shop,0.00,0.00,0.00,1210493.00
SEAIT,Engineering and Operations,Data Network Services,0.00,0.00,0.00,1977529.00
SEAIT,Engineering and Operations,Enterprise Computing Services,0.00,0.00,0.00,8683605.00
SEAIT,Engineering and Operations,"Messaging, Collaboration and Directory Services",0.00,0.00,0.00,1619724.00
SEAIT,Engineering and Operations,Radio Network,0.00,0.00,0.00,582263.00
SEAIT,Engineering and Operations,Service Desk,0.00,0.00,0.00,1176122.00
SEAIT,Engineering and Operations,Technical Support Services,0.00,0.00,0.00,1524308.00
SEAIT,Engineering and Operations,Technology Engineering and Project Management,0.00,0.00,0.00,1089298.00
SEAIT,Engineering and Operations,Telephone Services,0.00,0.00,0.00,5470789.00
SEAIT,Engineering and Operations,Warehouse,0.00,0.00,0.00,852074.00
SEAIT,"Leadership, Planning and Security",Citywide Technology Leadership and Governance,0.00,0.00,0.00,2064722.00
SEAIT,"Leadership, Planning and Security",Information Security Office,0.00,0.00,0.00,434658.00
SFD,Administration,Finance,1379226.00,1376511.00,1406280.00,1551690.00
SFD,Administration,Human Resources,1149567.00,1339209.00,1241912.00,1337448.00
SFD,Administration,Information Systems,4561176.00,4775359.00,4873034.00,5443357.00
SFD,Administration,Office of the Chief,913859.00,879772.00,885069.00,1089174.00
SFD,Fire Prevention,Code Compliance,408735.00,496695.00,501611.00,507679.00
SFD,Fire Prevention,Fire Investigation,1262279.00,1236015.00,1244959.00,1233773.00
SFD,Fire Prevention,Office of the Fire Marshal,961858.00,970656.00,977157.00,1053688.00
SFD,Fire Prevention,Public Education,324696.00,372922.00,374941.00,366280.00
SFD,Fire Prevention,Regulating Construction,2133104.00,2239918.00,2296304.00,2404087.00
SFD,Fire Prevention,Special Events,745557.00,508751.00,510996.00,493239.00
SFD,Fire Prevention,Special Hazards,1604877.00,1678656.00,1686396.00,1685984.00
SFD,Grants & Reimbursables,Grants & Reimbursables,8955160.00,440900.00,444553.00,769348.00
SFD,Operations,Battalion 2,27232367.00,26452937.00,26583905.00,27714739.00
SFD,Operations,Battalion 3 - Medic One,14141436.00,14457823.00,14599749.00,14773361.00
SFD,Operations,Battalion 4,24217070.00,26167777.00,26289374.00,26316085.00
SFD,Operations,Battalion 5,24832188.00,24429364.00,24516071.00,24591008.00
SFD,Operations,Battalion 6,21800489.00,22233421.00,22264362.00,22526305.00
SFD,Operations,Battalion 7,20454628.00,20094449.00,20106094.00,20296144.00
SFD,Operations,Office of the Operations Chief,16872974.00,16513516.00,16841982.00,17694394.00
SFD,Resource Management,Communications - Resource Mgmt,6845563.00,6824170.00,6937828.00,6781183.00
SFD,Resource Management,Safety and Risk Management,1314322.00,1212753.00,1220191.00,1249936.00
SFD,Resource Management,Support Services - Resource Mgmt,1251233.00,1776580.00,1798946.00,1249383.00
SFD,Resource Management,Training and Officer Development,2721933.00,1888074.00,1903641.00,2394429.00
SMC,Court Administration,Court Administration,6644157.00,6770120.00,6923973.00,7447922.00
SMC,Court Compliance,Court Compliance,5765112.00,5775522.00,5860346.00,5904301.00
SMC,Court Operations,Court Operations,16748902.00,16780555.00,17054215.00,16981764.00
SPD,Administrative Operations,Field Support Administration,36008852.00,34590161.00,35046463.00,36688083.00
SPD,Chief of Police,Chief of Police,15754790.00,9509618.00,8199459.00,5773605.00
SPD,Chief Operating Officer,Deputy Chief of Staff,24876909.00,24881698.00,27165612.00,27164492.00
SPD,Compliance and Professional Standards Bureau,Professional Standards,14238434.00,13545128.00,13826838.00,15422861.00
SPD,Criminal Investigations Administration,Criminal Investigations Administration,8602480.00,8714547.00,8882877.00,11082485.00
SPD,East Precinct,East Precinct,24344158.00,25072793.00,25343310.00,23779610.00
SPD,Narcotics Investigations,Narcotics Investigations,5072417.00,4998895.00,5091515.00,4939916.00
SPD,North Precinct Patrol,North Precinct Patrol,33336466.00,34297510.00,34649765.00,32986479.00
SPD,Office of Professional Accountability,Office of Professional Accountability,2356278.00,2560944.00,2655708.00,2945207.00
SPD,Patrol Operations,Deputy Chief Operations,3401054.00,1630915.00,2415702.00,3090480.00
SPD,South Precinct Patrol,South Precinct Patrol,18184094.00,18294587.00,18406460.00,17537040.00
SPD,Southwest Precinct Patrol,Southwest Precinct Patrol,16283260.00,16657681.00,16747158.00,16093818.00
SPD,Special Investigations,Special Investigations,4791739.00,4691852.00,4773121.00,8721167.00
SPD,Special Operations,Special Operations,53050740.00,47002611.00,47790427.00,47918977.00
SPD,Special Victims,Special Victims,6538240.00,6702346.00,6829884.00,6755562.00
SPD,Violent Crimes Investigations,Violent Crimes Investigations,8365958.00,7911076.00,8032303.00,7814788.00
SPD,West Precinct Patrol,West Precinct Patrol,30484316.00,32009952.00,32406196.00,31123549.00
SPL,ADA Improvements - Library (00163-CIP),ADA Improvements - Library,0.00,0.00,0.00,19000.00
SPL,Administrative Services,Administrative Services Director,541399.00,606566.00,654086.00,650948.00
SPL,Administrative Services,Event Services,411353.00,479145.00,484162.00,471071.00
SPL,Administrative Services,Facilities and Security Services,0.00,0.00,0.00,7857774.00
SPL,Administrative Services,Facilities Maintenance Services,6251561.00,6538276.00,6630509.00,0.00
SPL,Administrative Services,Finance Services,1085061.00,1597187.00,1604547.00,2437417.00
SPL,Administrative Services,Safety and Security Services,1415679.00,1439642.00,1452935.00,0.00
SPL,City Librarian's Office,City Librarian,461613.00,474178.00,481598.00,463175.00
SPL,City Librarian's Office,Communications,296459.00,292840.00,295106.00,291382.00
SPL,Human Resources,Human Resources,1133659.00,1114143.00,1130499.00,1116413.00
SPL,Information Technology,Information Technology,4280855.00,4447412.00,4403729.00,5417211.00
SPL,Library Major Maintenance (00100-CIP),(blank),0.00,0.00,0.00,0.00
SPL,Library Major Maintenance (00163-CIP),Library Major Maintenance,0.00,500000.00,1016000.00,2266000.00
SPL,Library Major Maintenance (00163-CIP),(blank),596990.00,0.00,0.00,0.00
SPL,Library Major Maintenance (00164-CIP),(blank),4063.00,0.00,0.00,0.00
SPL,Library Major Maintenance (10450-CIP),(blank),0.00,0.00,0.00,0.00
SPL,Library Major Maintenance (18100-CIP),Library Major Maintenance,0.00,3148000.00,3242000.00,2242000.00
SPL,Library Major Maintenance (18100-CIP),(blank),1516081.00,3424941.00,0.00,0.00
SPL,Library Programs and Services,Collection and Access Services,14192044.00,12167277.00,12383667.00,12486648.00
SPL,Library Programs and Services,Library Programs and Services Director,731783.00,605579.00,824226.00,810471.00
SPL,Library Programs and Services,Program and Services - Systemwide Services,2527178.00,4820976.00,4840079.00,4717141.00
SPL,Library Programs and Services,Programs and Services - Central and Branch Operations,28089517.00,29800053.00,30154317.00,29623669.00
SPL,Marketing and Online Services,Marketing and Online Services,834182.00,880536.00,891582.00,880096.00
SPP,Administration,Administration,0.00,1711616.00,2116001.00,2116001.00
SPP,Capacity Building,Capacity Building,0.00,1342346.00,2597576.00,2597576.00
SPP,Contingency,Contingency,0.00,138690.00,243338.00,243338.00
SPP,Program Support: Professional Development and Training,Program Support: Professional Development and Training,0.00,247675.00,742874.00,742874.00
SPP,Research and Evaluation,Research and Evaluation,0.00,918614.00,687115.00,687115.00
SPP,School Readiness,School Readiness,0.00,543615.00,2651073.00,2651073.00
SPU,Administration,Administration,33570402.00,42062975.00,42981401.00,47454191.00
SPU,Administration,General and Administrative Credit,405291.00,,,
SPU,Combined Sewer Overflows,Combined Sewer Overflows,41829677.00,60067214.00,48337450.00,56597377.00
SPU,Customer Service,Customer Service,24538738.00,33537242.00,34459719.00,33894855.00
SPU,Distribution,Distribution,17165317.00,20713188.00,17999966.00,21514429.00
SPU,"Flooding, Sewer Back-up, and Landslides","Flooding, Sewer Back-up, and Landslides",13362111.00,16970226.00,23959712.00,13390009.00
SPU,General Expense,Debt Service,134365117.00,146552961.00,153921095.00,155034817.00
SPU,General Expense,Other General Expenses,282720143.00,299279694.00,306564198.00,314856521.00
SPU,General Expense,Taxes,106311422.00,105840358.00,110686493.00,112035720.00
SPU,Habitat Conservation Program,Habitat Conservation Program,1670971.00,2603680.00,2820534.00,2116292.00
SPU,New Facilities,New Facilities,26076822.00,49392636.00,23376746.00,30551733.00
SPU,Other Operating,DWW LOB,0.00,0.00,0.00,43540154.00
SPU,Other Operating,Field Operations,67852231.00,80133754.00,84305552.00,0.00
SPU,Other Operating,Pre-Capital Planning & Development,3409227.00,3385446.00,3029722.00,3663450.00
SPU,Other Operating,Project Delivery,14141912.00,17817806.00,18091517.00,20858470.00
SPU,Other Operating,Solid Waste LOB,0.00,0.00,0.00,16341270.00
SPU,Other Operating,Utility Systems Management,21901144.00,36178349.00,38108730.00,0.00
SPU,Other Operating,Water LOB,0.00,0.00,0.00,57252344.00
SPU,Protection of Beneficial Uses,Protection of Beneficial Uses,4282862.00,5181722.00,5820561.00,4820211.00
SPU,Rehabilitation,Rehabilitation,14791864.00,10628749.00,16337804.00,19758185.00
SPU,Rehabilitation and Heavy Equipment,Rehabilitation and Heavy Equipment,9270.00,30000.00,430000.00,430000.00
SPU,Sediments,Sediments,3467152.00,4796707.00,2419547.00,4761538.00
SPU,Shared Cost Projects,Shared Cost Projects,26801722.00,43980426.00,40162342.00,40693989.00
SPU,Technology,Technology,15406332.00,28322563.00,21259400.00,33345819.00
SPU,Transmission,Transmission,896581.00,2497665.00,3246883.00,3788015.00
SPU,Water Quality & Treatment,Water Quality & Treatment,5055724.00,11417480.00,7577027.00,1846000.00
SPU,Water Resources,Water Resources,6129070.00,13964623.00,23780355.00,7713200.00
SPU,Watershed Stewardship,Watershed Stewardship,99717.00,301000.00,551000.00,841000.00
STCAR,Streetcar Operations,Streetcar Operations,2079000.00,9060125.00,9346125.00,5870124.00
SZF,"Camera Operations, Administration, and Enforcement","Camera Operations, Administration, and Enforcement",1075836.00,2237557.00,2237557.00,2237557.00
SZF,"School Safety Education and Outreach, Infrastructure Maintenance, and Capital Improvements",Capital Improvements,2000000.00,7292031.00,5016332.00,5398585.00
SZF,"School Safety Education and Outreach, Infrastructure Maintenance, and Capital Improvements",Non-Capital Operations and Maintenance,475255.00,1232380.00,1200880.00,1200880.00
